CLF	DLS	ISIS	NAME	VERSION 	FORMAT_TYPE	DESCRIPTION	SEQUENCE NUMBER						
y	y	y	nexus	3.0.0	HDF5	Neutron and X-Ray data format.	999.00						
y	y	n	NeXus	4.1.0	HDF4	Muon data 	999.00						
n	n	y	isis neutron raw v8	8	binary		999.00						
n	n	y	isis muon raw v4	4	binary		999.00						
n	n	y	nexus	1	binary		999.00						
n	n	y	nexus	2.1.0	HDF5	ISIS Muon format	999.00						
n	n	y	isis neutron raw	2	binary		999.00						
													
													
													
													
													
													
													
													
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
